method,condition,game,seed,agent_actions,frames,episode_index,episode_score,episode_hns
DreamerV3,official_size12m,Alien,4,20107,80428,28,200.0,-0.40290438991869465
DreamerV3,official_size12m,Alien,4,20859,83436,29,270.0,0.6116030667111116
DreamerV3,official_size12m,Alien,4,21517,86068,30,240.0,0.17681415672690892
DreamerV3,official_size12m,Alien,4,22021,88084,31,270.0,0.6116030667111116
DreamerV3,official_size12m,Alien,4,22887,91548,32,820.0,8.582733083088161
DreamerV3,official_size12m,Alien,4,23500,94000,33,240.0,0.17681415672690892
DreamerV3,official_size12m,Alien,4,24071,96284,34,300.0,1.0463919766953143
DreamerV3,official_size12m,Alien,4,24978,99912,35,550.0,4.669632893230337
DreamerV3,official_size12m,Alien,4,25637,102548,36,500.0,3.9449847099233324
DreamerV3,official_size12m,Alien,4,26404,105616,37,470.0,3.5101957999391296
DreamerV3,official_size12m,Alien,4,26869,107476,38,390.0,2.3507587066479223
DreamerV3,official_size12m,Alien,4,27550,110200,39,540.0,4.5247032565689365
DreamerV3,official_size12m,Alien,4,28224,112896,40,540.0,4.5247032565689365
DreamerV3,official_size12m,Alien,4,28711,114844,41,400.0,2.4956883433093235
DreamerV3,official_size12m,Alien,4,29410,117640,42,530.0,4.379773619907535
DreamerV3,official_size12m,Alien,4,30043,120172,43,440.0,3.075406889954927
DreamerV3,official_size12m,Alien,4,30673,122692,44,470.0,3.5101957999391296
DreamerV3,official_size12m,Alien,4,31396,125584,45,480.0,3.655125436600531
DreamerV3,official_size12m,Alien,4,31853,127412,46,390.0,2.3507587066479223
DreamerV3,official_size12m,Alien,4,32313,129252,47,390.0,2.3507587066479223
DreamerV3,official_size12m,Alien,4,33033,132132,48,600.0,5.394281076537341
DreamerV3,official_size12m,Alien,4,34057,136228,49,1060.0,12.061044362961782
DreamerV3,official_size12m,Alien,4,34942,139768,50,630.0,5.829069986521544
DreamerV3,official_size12m,Alien,4,35882,143528,51,620.0,5.684140349860143
DreamerV3,official_size12m,Alien,4,36456,145824,52,550.0,4.669632893230337
DreamerV3,official_size12m,Alien,4,36800,147200,53,360.0,1.9159697966637197
DreamerV3,official_size12m,Alien,4,37554,150216,54,550.0,4.669632893230337
DreamerV3,official_size12m,Alien,4,38263,153052,55,520.0,4.234843983246134
DreamerV3,official_size12m,Alien,4,39145,156580,56,490.0,3.8000550732619316
DreamerV3,official_size12m,Alien,4,40014,160056,57,540.0,4.5247032565689365
DreamerV3,official_size12m,Alien,4,41029,164116,58,1140.0,13.22048145625299
DreamerV3,official_size12m,Alien,4,41525,166100,59,330.0,1.4811808866795169
DreamerV3,official_size12m,Alien,4,41985,167940,60,260.0,0.46667343004971074
DreamerV3,official_size12m,Alien,4,42547,170188,61,390.0,2.3507587066479223
DreamerV3,official_size12m,Alien,4,43375,173500,62,610.0,5.5392107131987425
DreamerV3,official_size12m,Alien,4,43964,175856,63,510.0,4.089914346584734
DreamerV3,official_size12m,Alien,4,44968,179872,64,2100.0,27.133726575747477
DreamerV3,official_size12m,Alien,4,46127,184508,65,790.0,8.14794417310396
DreamerV3,official_size12m,Alien,4,46777,187108,66,500.0,3.9449847099233324
DreamerV3,official_size12m,Alien,4,47379,189516,67,470.0,3.5101957999391296
DreamerV3,official_size12m,Alien,4,47917,191668,68,360.0,1.9159697966637197
DreamerV3,official_size12m,Alien,4,48566,194264,69,520.0,4.234843983246134
DreamerV3,official_size12m,Alien,4,49055,196220,70,520.0,4.234843983246134
DreamerV3,official_size12m,Alien,4,49525,198100,71,410.0,2.6406179799707243
DreamerV3,official_size12m,Alien,4,50345,201380,72,540.0,4.5247032565689365
DreamerV3,official_size12m,Alien,4,51236,204944,73,1200.0,14.090059276221396
DreamerV3,official_size12m,Alien,4,51859,207436,74,1160.0,13.510340729575791
DreamerV3,official_size12m,Alien,4,52460,209840,75,560.0,4.814562529891738
DreamerV3,official_size12m,Alien,4,52938,211752,76,460.0,3.3652661632777288
DreamerV3,official_size12m,Alien,4,53445,213780,77,520.0,4.234843983246134
DreamerV3,official_size12m,Alien,4,54042,216168,78,600.0,5.394281076537341
DreamerV3,official_size12m,Alien,4,54550,218200,79,500.0,3.9449847099233324
DreamerV3,official_size12m,Alien,4,55220,220880,80,510.0,4.089914346584734
DreamerV3,official_size12m,Alien,4,55895,223580,81,600.0,5.394281076537341
DreamerV3,official_size12m,Alien,4,56797,227188,82,1040.0,11.771185089638982
DreamerV3,official_size12m,Alien,4,57471,229884,83,620.0,5.684140349860143
DreamerV3,official_size12m,Alien,4,58248,232992,84,410.0,2.6406179799707243
DreamerV3,official_size12m,Alien,4,58877,235508,85,600.0,5.394281076537341
DreamerV3,official_size12m,Alien,4,59713,238852,86,420.0,2.785547616632125
DreamerV3,official_size12m,Alien,4,60516,242064,87,390.0,2.3507587066479223
DreamerV3,official_size12m,Alien,4,61316,245264,88,1040.0,11.771185089638982
DreamerV3,official_size12m,Alien,4,62187,248748,89,610.0,5.5392107131987425
DreamerV3,official_size12m,Alien,4,62797,251188,90,540.0,4.5247032565689365
DreamerV3,official_size12m,Alien,4,63503,254012,91,700.0,6.84357744315135
DreamerV3,official_size12m,Alien,4,63959,255836,92,440.0,3.075406889954927
DreamerV3,official_size12m,Alien,4,64467,257868,93,620.0,5.684140349860143
DreamerV3,official_size12m,Alien,4,65209,260836,94,540.0,4.5247032565689365
DreamerV3,official_size12m,Alien,4,66151,264604,95,620.0,5.684140349860143
DreamerV3,official_size12m,Alien,4,66804,267216,96,580.0,5.10442180321454
DreamerV3,official_size12m,Alien,4,67612,270448,97,620.0,5.684140349860143
DreamerV3,official_size12m,Alien,4,68485,273940,98,610.0,5.5392107131987425
DreamerV3,official_size12m,Alien,4,69230,276920,99,600.0,5.394281076537341
DreamerV3,official_size12m,Alien,4,69976,279904,100,510.0,4.089914346584734
DreamerV3,official_size12m,Alien,4,70692,282768,101,550.0,4.669632893230337
DreamerV3,official_size12m,Alien,4,71272,285088,102,500.0,3.9449847099233324
DreamerV3,official_size12m,Alien,4,71945,287780,103,570.0,4.959492166553138
DreamerV3,official_size12m,Alien,4,72889,291556,104,650.0,6.118929259844346
DreamerV3,official_size12m,Alien,4,73731,294924,105,1120.0,12.930622182930188
DreamerV3,official_size12m,Alien,4,74499,297996,106,670.0,6.408788533167147
DreamerV3,official_size12m,Alien,4,75335,301340,107,950.0,10.466818359686373
DreamerV3,official_size12m,Alien,4,76380,305520,108,670.0,6.408788533167147
DreamerV3,official_size12m,Alien,4,77449,309796,109,1190.0,13.945129639559994
DreamerV3,official_size12m,Alien,4,78109,312436,110,570.0,4.959492166553138
DreamerV3,official_size12m,Alien,4,78885,315540,111,1080.0,12.350903636284585
DreamerV3,official_size12m,Alien,4,79638,318552,112,1030.0,11.62625545297758
DreamerV3,official_size12m,Alien,4,80207,320828,113,600.0,5.394281076537341
DreamerV3,official_size12m,Alien,4,81042,324168,114,730.0,7.278366353135553
DreamerV3,official_size12m,Alien,4,81630,326520,115,670.0,6.408788533167147
DreamerV3,official_size12m,Alien,4,82021,328084,116,490.0,3.8000550732619316
DreamerV3,official_size12m,Alien,4,82747,330988,117,1160.0,13.510340729575791
DreamerV3,official_size12m,Alien,4,83955,335820,118,870.0,9.307381266395167
DreamerV3,official_size12m,Alien,4,85160,340640,119,760.0,7.713155263119757
DreamerV3,official_size12m,Alien,4,86031,344124,120,2100.0,27.133726575747477
DreamerV3,official_size12m,Alien,4,86629,346516,121,550.0,4.669632893230337
DreamerV3,official_size12m,Alien,4,87619,350476,122,2240.0,29.16274148900709
DreamerV3,official_size12m,Alien,4,88723,354892,123,810.0,8.437803446426761
DreamerV3,official_size12m,Alien,4,89395,357580,124,510.0,4.089914346584734
DreamerV3,official_size12m,Alien,4,90054,360216,125,630.0,5.829069986521544
DreamerV3,official_size12m,Alien,4,91100,364400,126,810.0,8.437803446426761
DreamerV3,official_size12m,Alien,4,91928,367712,127,690.0,6.69864780648995
DreamerV3,official_size12m,Alien,4,92644,370576,128,570.0,4.959492166553138
DreamerV3,official_size12m,Alien,4,93592,374368,129,650.0,6.118929259844346
DreamerV3,official_size12m,Alien,4,94428,377712,130,1140.0,13.22048145625299
DreamerV3,official_size12m,Alien,4,95102,380408,131,730.0,7.278366353135553
DreamerV3,official_size12m,Alien,4,96117,384468,132,1430.0,17.423440919433617
DreamerV3,official_size12m,Alien,4,96785,387140,133,1100.0,12.640762909607385
DreamerV3,official_size12m,Alien,4,97502,390008,134,410.0,2.6406179799707243
DreamerV3,official_size12m,Alien,4,98591,394364,135,820.0,8.582733083088161
DreamerV3,official_size12m,Alien,4,99322,397288,136,1170.0,13.655270366237193
DreamerV3,official_size12m,Alien,4,100059,400236,137,1120.0,12.930622182930188
DreamerV3,official_size12m,Alien,4,100735,402940,138,550.0,4.669632893230337
DreamerV3,official_size12m,Alien,4,101829,407316,139,2410.0,31.6265453122509
DreamerV3,official_size12m,Alien,4,102685,410740,140,780.0,8.003014536442558
DreamerV3,official_size12m,Alien,4,103721,414884,141,820.0,8.582733083088161
DreamerV3,official_size12m,Alien,4,104846,419384,142,860.0,9.162451629733766
DreamerV3,official_size12m,Alien,4,105607,422428,143,1050.0,11.916114726300382
DreamerV3,official_size12m,Alien,4,106431,425724,144,1190.0,13.945129639559994
DreamerV3,official_size12m,Alien,4,107311,429244,145,2260.0,29.45260076232989
DreamerV3,official_size12m,Alien,4,107875,431500,146,610.0,5.5392107131987425
DreamerV3,official_size12m,Alien,4,108725,434900,147,1220.0,14.379918549544197
DreamerV3,official_size12m,Alien,4,109805,439220,148,2280.0,29.742460035652687
